timestep,tile_id,accuracy,precision,recall,f1,jaccard
Timestep_6,T10SFJ_2018_2_0,0.8973767505748156,0.8973767505748156,1.0,0.9459130879546752,0.8973767505748156
Timestep_6,T11SKA_2018_9_5,0.9283363359776512,0.9489549398697832,0.9708117438986584,0.9597589205453164,0.922631243373356
Timestep_6,T10SGF_2018_3_6,0.7410534470688551,0.9169736004450588,0.7692447590399705,0.8366379506575833,0.7191552716804606
Timestep_6,T10SFG_2018_6_9,0.6751578461916184,0.7659887027068011,0.7211184628974139,0.7428766516208452,0.5909337795520683
Timestep_6,T10SFG_2018_0_3,0.8401042133237779,0.8401042133237779,1.0,0.9131050374655668,0.8401042133237779
Timestep_6,T11SKA_2018_5_3,0.7255193247534016,0.9307029444215766,0.7360841026530092,0.8220313961324104,0.697838120161657
Timestep_6,T10SFH_2018_6_4,0.6720614729214568,0.6720614729214568,1.0,0.8038717281694416,0.6720614729214568
Timestep_6,T11SKA_2018_8_4,0.8089646351538317,0.8992193761455274,0.8597763727600038,0.8790556475408932,0.784209890180933
Timestep_6,T10SFJ_2018_9_1,0.753540134239767,0.753540134239767,1.0,0.8594501141161028,0.753540134239767
Timestep_6,T10SGF_2018_7_7,0.6961863099326147,0.7210612114512874,0.7954960233939392,0.7564519335686725,0.6083013226336322
Timestep_6,T11SKA_2018_4_4,0.3842389374952306,0.90582592909909,0.2984097628756508,0.4489275687649114,0.2894304351779621
Timestep_6,T11SKA_2018_4_0,0.810047080135766,0.9620329044802886,0.8330817792233173,0.8929257735024393,0.8065635999199252
Timestep_6,T11SLV_2018_3_0,0.4798797946921211,0.9095248558950594,0.4438209830861241,0.5965455452074184,0.4250551510028038
Timestep_6,T10SFJ_2018_7_0,0.7851027368854118,0.7851027368854118,1.0,0.8796163051715814,0.7851027368854118
Timestep_6,T11SKA_2018_0_0,0.7500456202865949,0.8122997883966253,0.8836394696756955,0.8464691772656223,0.7338071602275147
Timestep_6,T10SEJ_2018_2_8,0.7639987923065948,0.7639987923065948,1.0,0.8662123756985052,0.7639987923065948
Timestep_6,T11SKV_2018_1_9,0.4790951257626882,0.9263863555162752,0.4555178404828104,0.6107304881760327,0.4396054782590073
Timestep_6,T11SKV_2018_7_8,0.5669705807213645,0.6823984895268865,0.5439958268694185,0.6053875586368288,0.434090174934256
Timestep_6,T10SFH_2018_6_2,0.7713527825056984,0.7713527825056984,1.0,0.8709194352742854,0.7713527825056984
Timestep_6,T10SGG_2018_5_1,0.6404325134953103,0.7104774071250489,0.5406351227191054,0.6140279647555755,0.4430305584392891
Timestep_6,T10SGF_2018_5_7,0.7575182232308453,0.9369157099927864,0.7635432278444865,0.8413912615096142,0.7262082820175418
Timestep_6,T10SFH_2018_6_1,0.6673410174485155,0.6673410174485155,1.0,0.8004853361908273,0.6673410174485155
Timestep_6,T10SGF_2018_0_6,0.5095653299093235,0.5542326702202642,0.7364334464814319,0.6324725972135372,0.4624935455953688
Timestep_6,T10SEJ_2018_4_7,0.6635678050172362,0.6634118351503482,0.998200607232406,0.7970788853056744,0.6626194149964857
Timestep_6,T11SKV_2018_4_7,0.63700435632264,0.8821483961579679,0.6549485936137869,0.7517571828803221,0.6022523603340277
Timestep_6,T10SFH_2018_4_0,0.7899492702413065,0.7899492702413065,1.0,0.882649897820637,0.7899492702413065
Timestep_6,T10SGG_2018_8_2,0.6730352586753195,0.8829257429255961,0.7073629807975093,0.7854535796198591,0.6467052773281565
Timestep_6,T10SFG_2018_5_6,0.6193401813530811,0.8985096425873742,0.6254439413944004,0.7375125045113474,0.5841741063945265
Timestep_6,T10SFG_2018_3_8,0.3664893281707758,0.7622098689672598,0.2322827413004665,0.3560573421703386,0.2165874463288194
Timestep_6,T11SKA_2018_0_2,0.7143448429169114,0.796990935206998,0.4963876758366706,0.611756642041669,0.4406695976859348
Timestep_6,T10SGF_2018_6_9,0.725966403562032,0.8969312292552263,0.63412169206068,0.7429704627956949,0.5910525097509621
Timestep_6,T10SGF_2018_2_1,0.9174364053204866,0.9642383485840388,0.9470975273267536,0.9555910786872068,0.91495874765801
Timestep_6,T10SFG_2018_1_7,0.4309225914977057,0.8236155076755506,0.2540465249755896,0.3883159122275835,0.2409379823091093
Timestep_6,T10SEJ_2018_1_9,0.8340657462981211,0.8340657462981211,1.0,0.9095265510318806,0.8340657462981211
Timestep_6,T10SGF_2018_4_5,0.6743433167109598,0.7612187794622747,0.8281575684018891,0.7932785639706893,0.6573833366057988
Timestep_6,T10SGF_2018_9_8,0.9160429129299504,0.9694370362409628,0.9372924148239968,0.953093770288813,0.9103907716278904
Timestep_6,T10SFG_2018_6_8,0.3539213539437493,0.3109912952823312,0.6953717062169378,0.4297744398331743,0.2737023589066489
Timestep_6,T10SFG_2018_2_4,0.7874907515237176,0.7874907515237176,1.0,0.8811130920285142,0.7874907515237176
Timestep_6,T10SEH_2018_3_4,0.6977448648146489,0.3605806456871327,0.2989411375169776,0.3268804492389537,0.1953718424306659
Timestep_6,T10SGG_2018_6_2,0.5869315297560393,0.6613195476973569,0.6480274089230051,0.6546060091980777,0.4865533915517934
Timestep_6,T10SFH_2018_9_2,0.6989442636222176,0.6989442636222176,1.0,0.8227983443459649,0.6989442636222176
